player,player_id,team,gpt_codex_rating,gpt_codex_low,gpt_codex_high,gpt_codex_confidence,gpt_codex_decision_class,gpt_codex_short_rationale,existing_production_model_rating,existing_production_model_basis,existing_production_model_status,npb_plus_sprint_kmh,exposure_games,exposure_pa,direct_t90_summary,standardized_30m_50m_summary,home_to_first_summary,historical_physical_summary,physical_evidence_strength,sns_physical_classification,sns_physical_summary,video_classification,powerpro_current_speed,powerpro_match_status,powerpro_history_summary,powerpro_change_points,powerpro_years_since_material_change,project_minus_powerpro,abs_project_powerpro_diff,large_diff_ge_5,discrepancy_direction,discrepancy_reason_class,discrepancy_reason_explanation_ja,discrepancy_reason_confidence,powerpro_stale_suspected,powerpro_stale_reason,project_top_speed_overweight_suspected,project_acceleration_missing_suspected,historical_evidence_conflict,current_exposure_risk,owner_review_required,owner_review_reasons,owner_verdict,owner_note,owner_preferred_rating_optional
秋山 翔吾,31135133,広島東洋カープ,66,59,73,LOW_MEDIUM,AFFIRMED_CURRENT_ORDINAL_WITH_HISTORICAL_DIRECT_CONTEXT,2026 NPB+ 31.6km/hの同一100人内順位を現行中心として明示affirm。公式直接T90（2021年）は歴史文脈のみで、現行点を自動補正しない。動画はusable current full-effort play=0で、数値入力にしていない。,74.1,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,31.6,49,134,"T90FT_SECONDS=3.97seconds(2021/Statcast official CSV) , T90FT_SECONDS=3.97seconds(2021/Statcast official leaderboard)",,,計測9件,STANDARDIZED_SHORT_DISTANCE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,VIDEO_INCONCLUSIVE,77,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2013:72 → 2024:77 → 2026:69,3,0,-11,11,true,POWERPRO_HIGHER,TEMPORAL_CHANGE_NOT_CAPTURED|HISTORICAL_PHYSICAL_SUPPORTS_POWERPRO,"過去の直接計測が文脈扱いに留まり、現在への持ち越しが決まっていない（HISTORICAL_DIRECT_T90_2021_CONTEXT_ONLY）／過去の身体計測がPowerProの高い評価と同じ向きを示す: T90FT_SECONDS=3.97seconds(2021/Statcast official CSV) , T90FT_SECONDS=3.97seconds(2021/Statcast official leaderboard)",MEDIUM,false,,false,true,false,false,true,PowerProとの差-11,,,
菊池 涼介,61565135,広島東洋カープ,67,60,74,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.8km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,68.6,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,31.8,88,353,,,,計測1件,NONE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,72,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2013:82 → 2017:72,2,9,-5,5,true,POWERPRO_HIGHER,NO_CLEAR_CAUSE,利用可能な証拠（身体計測・SNS・出場量・PowerPro推移）のいずれもこの差の向きを支持していない,NONE,false,,false,true,false,false,true,PowerProとの差-5,,,
野間 峻祥,01405130,広島東洋カープ,66,59,73,LOW_MEDIUM,AFFIRMED_CURRENT_ORDINAL_WITH_UNRESOLVED_TARGETED_GAP,2026 NPB+ 31.7km/hの同一100人内順位を現行中心として明示affirm。targeted physical / X / videoでは現行方向を追加解決できず、不確実性に反映。動画はusable current full-effort play=0で、数値入力にしていない。,80.3,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,31.7,35,86,,,,計測1件,NONE,INSUFFICIENT_SNS_EVIDENCE,採用5件: faster×2 / current×3,VIDEO_INCONCLUSIVE,88,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2016:85 → 2019:91 → 2024:88,3,2,-22,22,true,POWERPRO_HIGHER,LOW_EXPOSURE_NPBPLUS_RISK|SNS_SUPPORTS_POWERPRO_DIRECTION,2026年の出場が35試合と少なく、NPB+が最高速度を観測しきれていない可能性／SNSで「速い」方向の独立投稿が2件,MEDIUM,false,,false,true,false,true,true,PowerProとの差-22,,,
サンタナ,53755153,東京ヤクルトスワローズ,58,51,65,LOW_MEDIUM,AFFIRMED_CURRENT_ORDINAL_WITH_HISTORICAL_DIRECT_CONTEXT,2026 NPB+ 30.8km/hの同一100人内順位を現行中心として明示affirm。公式直接T90（2020年）は歴史文脈のみで、現行点を自動補正しない。動画はusable current full-effort play=0で、数値入力にしていない。,51.6,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,30.8,96,357,"T90FT_SECONDS=4.13seconds(2020/Statcast official CSV) , T90FT_SECONDS=4.13seconds(2020/Statcast official leaderboard)",,,計測9件,STANDARDIZED_SHORT_DISTANCE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,VIDEO_INCONCLUSIVE,47,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,履歴なし,0,,11,11,true,PROJECT_HIGHER,TEMPORAL_CHANGE_NOT_CAPTURED,過去の直接計測が文脈扱いに留まり、現在への持ち越しが決まっていない（HISTORICAL_DIRECT_T90_2020_CONTEXT_ONLY）,LOW,false,,true,false,false,false,true,PowerProとの差+11,,,
並木 秀尊,91695153,東京ヤクルトスワローズ,85,80,90,MEDIUM,AFFIRMED_CURRENT_ORDINAL_WITH_SNS_SUPPORT,2026 NPB+ 33.8km/hの同一100人内順位を現行中心として明示affirm。独立SNSは現行bandの支持にのみ用い、点数加算はしない。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,100,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を2年プール（2023,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,33.8,18,45,,"50M_PROFILE_SECONDS=5.32seconds(2019/unknown) , 50M_PROFILE_SECONDS=6.06seconds(2022/unknown) , 50m=5.32seconds(2019/special_first_step_start)",HP_TO_1B_SECONDS=3.96seconds(unknown/unknown),計測6件,HISTORICAL_SHORT_DISTANCE,SUPPORTS_CURRENT_ORDINAL,採用5件: faster×2 / current×3,NOT_IN_VIDEO_TIEBREAK_SCOPE,97,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2021:95 → 2025:97,2,1,-12,12,true,POWERPRO_HIGHER,LOW_EXPOSURE_NPBPLUS_RISK|HISTORICAL_PHYSICAL_SUPPORTS_POWERPRO|SNS_SUPPORTS_POWERPRO_DIRECTION,"2026年の出場が18試合と少なく、NPB+が最高速度を観測しきれていない可能性／過去の身体計測がPowerProの高い評価と同じ向きを示す: 50M_PROFILE_SECONDS=5.32seconds(2019/unknown) , 50M_PROFILE_SECONDS=6.06seconds(2022/unknown) , 50m=5.32seconds(2019/special_first_step_start)／SNSで「速い」方向の独立投稿が2件",MEDIUM,false,,false,true,false,true,true,PowerProとの差-12,,,
中村 悠平,51255118,東京ヤクルトスワローズ,55,48,62,LOW_MEDIUM,AFFIRMED_CURRENT_ORDINAL_WITH_UNRESOLVED_TARGETED_GAP,2026 NPB+ 30.4km/hの同一100人内順位を現行中心として明示affirm。targeted physical / X / videoでは現行方向を追加解決できず、不確実性に反映。動画はusable current full-effort play=0で、数値入力にしていない。,52.4,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,30.4,32,65,,,,計測1件,NONE,INSUFFICIENT_SNS_EVIDENCE,採用2件: slower×2,VIDEO_INCONCLUSIVE,56,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2013:65 → 2017:61 → 2018:56,3,8,-1,1,false,POWERPRO_HIGHER,LOW_EXPOSURE_NPBPLUS_RISK|POWERPRO_STALE_HIGH_SUSPECTED,2026年の出場が32試合と少なく、NPB+が最高速度を観測しきれていない可能性／PowerProが高いまま据え置かれている疑い,,true,最後の変更が2018年（8年前）で、以降4年分の観測がありながら動いていない／SNSに方向の揃った独立投稿が複数,false,false,false,true,true,PowerPro据え置きの疑い,,,
丸山 和郁,93195155,東京ヤクルトスワローズ,73,66,80,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 32.4km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,77.1,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を2年プール（2023,2024）。NPB+の自動blendなし・較正あり",REPRODUCED,32.4,39,112,,50M_PROFILE_SECONDS=5.8seconds(unknown/unknown),HP_TO_1B_SECONDS=3.8seconds(unknown/unknown),計測3件,HISTORICAL_SHORT_DISTANCE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,86,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2022:86,1,4,-13,13,true,POWERPRO_HIGHER,LOW_EXPOSURE_NPBPLUS_RISK|POWERPRO_STALE_HIGH_SUSPECTED|HISTORICAL_PHYSICAL_SUPPORTS_POWERPRO,2026年の出場が39試合と少なく、NPB+が最高速度を観測しきれていない可能性／PowerProが高いまま据え置かれている疑い／過去の身体計測がPowerProの高い評価と同じ向きを示す: 50M_PROFILE_SECONDS=5.8seconds(unknown/unknown),MEDIUM,true,最後の変更が2022年（4年前）で、以降4年分の観測がありながら動いていない／現在の査定と13点乖離,false,true,false,true,true,PowerProとの差-13／PowerPro据え置きの疑い,,,
古賀 優大,01705134,東京ヤクルトスワローズ,70,63,77,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 32.1km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,40.3,実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を1年プール（2025）。NPB+の自動blendなし・較正あり,REPRODUCED,32.1,69,252,,,,計測1件,NONE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,46,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2017:46,1,9,24,24,true,PROJECT_HIGHER,POWERPRO_STALE_LOW_SUSPECTED,PowerProが低いまま据え置かれている疑い,LOW,true,最後の変更が2017年（9年前）で、以降4年分の観測がありながら動いていない／現在の査定と24点乖離,true,false,false,false,true,PowerProとの差+24／PowerPro据え置きの疑い,,,
塩見 泰隆,71975136,東京ヤクルトスワローズ,72,67,77,MEDIUM,AFFIRMED_CURRENT_ORDINAL_WITH_SNS_SUPPORT,2026 NPB+ 32.3km/hの同一100人内順位を現行中心として明示affirm。独立SNSは現行bandの支持にのみ用い、点数加算はしない。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,,総合の打数が無い（文脈選択の前提）,ERROR,32.3,37,83,,"30M_PROFILE_SECONDS=3.85seconds(2018/unknown) , 30M_CURATED_SECONDS=3.85seconds(2018/unknown)","HP_TO_1B_SECONDS=4.15seconds(unknown/unknown) , HP_TO_1B_SECONDS=4.26seconds(unknown/unknown)",計測5件,HISTORICAL_SHORT_DISTANCE,SUPPORTS_CURRENT_ORDINAL,採用7件: faster×6 / current×1,NOT_IN_VIDEO_TIEBREAK_SCOPE,83,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2018:82 → 2021:83,2,5,-11,11,true,POWERPRO_HIGHER,LOW_EXPOSURE_NPBPLUS_RISK|POWERPRO_STALE_HIGH_SUSPECTED|HISTORICAL_PHYSICAL_SUPPORTS_POWERPRO|SNS_SUPPORTS_POWERPRO_DIRECTION,"2026年の出場が37試合と少なく、NPB+が最高速度を観測しきれていない可能性／PowerProが高いまま据え置かれている疑い／過去の身体計測がPowerProの高い評価と同じ向きを示す: 30M_PROFILE_SECONDS=3.85seconds(2018/unknown) , 30M_CURATED_SECONDS=3.85seconds(2018/unknown)／SNSで「速い」方向の独立投稿が6件",MEDIUM,true,最後の変更が2021年（5年前）で、以降4年分の観測がありながら動いていない／現在の査定と11点乖離／SNSに方向の揃った独立投稿が複数,false,true,false,true,true,PowerProとの差-11／PowerPro据え置きの疑い,,,
岩田 幸宏,51355155,東京ヤクルトスワローズ,83,76,90,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 33.6km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,100,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を2年プール（2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,33.6,91,330,,,,計測1件,NONE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,96,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2024:91 → 2025:96,2,1,-13,13,true,POWERPRO_HIGHER,NO_CLEAR_CAUSE,利用可能な証拠（身体計測・SNS・出場量・PowerPro推移）のいずれもこの差の向きを支持していない,NONE,false,,false,true,false,false,true,PowerProとの差-13,,,
長岡 秀樹,51455151,東京ヤクルトスワローズ,66,59,73,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.6km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,59.6,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,31.6,85,355,,,,計測1件,NONE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,58,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2020:66 → 2022:58,2,4,8,8,true,PROJECT_HIGHER,POWERPRO_STALE_LOW_SUSPECTED,PowerProが低いまま据え置かれている疑い,LOW,true,最後の変更が2022年（4年前）で、以降4年分の観測がありながら動いていない／現在の査定と8点乖離,true,false,false,false,true,PowerProとの差+8／PowerPro据え置きの疑い,,,
太田 光,71375138,東北楽天ゴールデンイーグルス,56,49,63,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 30.5km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,61.5,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,30.5,72,204,,,,計測1件,NONE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,44,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2019:52 → 2020:57 → 2024:44,3,2,12,12,true,PROJECT_HIGHER,NO_CLEAR_CAUSE,利用可能な証拠（身体計測・SNS・出場量・PowerPro推移）のいずれもこの差の向きを支持していない,NONE,false,,true,false,false,false,true,PowerProとの差+12,,,
村林 一輝,41845132,東北楽天ゴールデンイーグルス,92,85,99,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 34.5km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,64.7,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を3年プール（2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,34.5,96,386,,"50M_PROFILE_SECONDS=6.2seconds(2015/unknown) , 50m=6.2seconds(2015/scouting_profile_protocol_unspecified)",,計測3件,HISTORICAL_SHORT_DISTANCE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,69,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2016:60 → 2023:69,2,3,23,23,true,PROJECT_HIGHER,NO_CLEAR_CAUSE,利用可能な証拠（身体計測・SNS・出場量・PowerPro推移）のいずれもこの差の向きを支持していない,NONE,false,,true,false,false,false,true,PowerProとの差+23,,,
浅村 栄斗,51155118,東北楽天ゴールデンイーグルス,56,49,63,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 30.5km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,49.9,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,30.5,87,333,,,,計測1件,NONE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,35,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2013:66 → 2020:58 → 2021:53 → 2023:55 → 2024:42 → 2025:35,6,1,21,21,true,PROJECT_HIGHER,NO_CLEAR_CAUSE,利用可能な証拠（身体計測・SNS・出場量・PowerPro推移）のいずれもこの差の向きを支持していない,NONE,false,,true,false,false,false,true,PowerProとの差+21,,,
渡邊 佳明,73175138,東北楽天ゴールデンイーグルス,54,47,61,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 30.3km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,65.2,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を3年プール（2022,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,30.3,54,140,,,,計測1件,NONE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,50,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2019:50,1,7,4,4,false,PROJECT_HIGHER,,,,false,,false,false,false,false,false,,,,
鈴木 大地,81985135,東北楽天ゴールデンイーグルス,42,37,47,MEDIUM,AFFIRMED_CURRENT_ORDINAL_WITH_SNS_SUPPORT,2026 NPB+ 29.0km/hの同一100人内順位を現行中心として明示affirm。独立SNSは現行bandの支持にのみ用い、点数加算はしない。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,63.2,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,29,34,55,,,,計測1件,NONE,SUPPORTS_CURRENT_ORDINAL,採用4件: slower×4,NOT_IN_VIDEO_TIEBREAK_SCOPE,49,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2013:65 → 2016:57 → 2018:55 → 2025:49,4,1,-7,7,true,POWERPRO_HIGHER,LOW_EXPOSURE_NPBPLUS_RISK,2026年の出場が34試合と少なく、NPB+が最高速度を観測しきれていない可能性,LOW,false,,false,true,false,true,true,PowerProとの差-7,,,
京田 陽太,81585134,横浜DeNAベイスターズ,61,54,68,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.1km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,66.4,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,31.1,45,119,,50M_PROFILE_SECONDS=5.9seconds(unknown/unknown),,計測2件,HISTORICAL_SHORT_DISTANCE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,78,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2017:85 → 2018:89 → 2022:85 → 2023:78,4,3,-17,17,true,POWERPRO_HIGHER,HISTORICAL_PHYSICAL_SUPPORTS_POWERPRO,過去の身体計測がPowerProの高い評価と同じ向きを示す: 50M_PROFILE_SECONDS=5.9seconds(unknown/unknown),LOW,false,,false,true,false,false,true,PowerProとの差-17,,,
佐野 恵太,91995134,横浜DeNAベイスターズ,57,50,64,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 30.6km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,50.2,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,30.6,95,396,,,,計測1件,NONE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,48,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2017:53 → 2023:48,2,3,9,9,true,PROJECT_HIGHER,NO_CLEAR_CAUSE,利用可能な証拠（身体計測・SNS・出場量・PowerPro推移）のいずれもこの差の向きを支持していない,NONE,false,,true,false,false,false,true,PowerProとの差+9,,,
宮﨑 敏郎,51455137,横浜DeNAベイスターズ,54,47,61,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 30.3km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,53.4,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,30.3,75,267,,,,計測1件,NONE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,33,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2013:55 → 2017:40 → 2018:43 → 2023:36 → 2024:33,5,2,21,21,true,PROJECT_HIGHER,NO_CLEAR_CAUSE,利用可能な証拠（身体計測・SNS・出場量・PowerPro推移）のいずれもこの差の向きを支持していない,NONE,false,,true,false,false,false,true,PowerProとの差+21,,,
山本 祐大,23125136,横浜DeNAベイスターズ,60,53,67,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.0km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,61.8,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を3年プール（2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,31,50,184,,,,計測1件,NONE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,61,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2018:50 → 2023:61,2,3,-1,1,false,POWERPRO_HIGHER,,,,false,,false,false,false,false,false,,,,
度会 隆輝,33535159,横浜DeNAベイスターズ,66,59,73,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.7km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,68.1,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を2年プール（2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,31.7,91,317,,,,計測1件,NONE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,65,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2024:65,1,2,1,1,false,PROJECT_HIGHER,,,,false,,false,false,false,false,false,,,,
林 琢真,91695157,横浜DeNAベイスターズ,69,59,79,LOW,UNCHANGED_AFTER_FULL_REAPPRAISAL_CONFLICT_BAND_WIDENED,2026 NPB+ 32.0km/hの同一100人内順位を現行中心として明示affirm。異metricまたはSNS混在は点を平均せず、レンジ拡大で表現。targeted physical / X / videoでは現行方向を追加解決できず、不確実性に反映。動画はusable current full-effort play=0で、数値入力にしていない。,68.6,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を3年プール（2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,32,42,104,,"50M_STANDING_START_SECONDS=5.99seconds(2022/electronic_photoelectric) , 50M_PROFILE_SECONDS=5.99seconds(2022/electronic_photoelectric) , 50M_PROFILE_SECONDS=5.7seconds(unknown/unknown)",,計測4件,STANDARDIZED_SHORT_DISTANCE,METRIC_CONSTRUCT_CONFLICT,採用8件: faster×6 / current×1 / mixed×1,VIDEO_INCONCLUSIVE,82,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2023:87 → 2025:82,2,1,-13,13,true,POWERPRO_HIGHER,METRIC_CONSTRUCT_CONFLICT|HISTORICAL_PHYSICAL_SUPPORTS_POWERPRO|SNS_SUPPORTS_POWERPRO_DIRECTION,"指標の構成が衝突している（HISTORICAL_STANDARDIZED_50M_AND_CURRENT_NPB_PLUS_CONFLICT）／過去の身体計測がPowerProの高い評価と同じ向きを示す: 50M_STANDING_START_SECONDS=5.99seconds(2022/electronic_photoelectric) , 50M_PROFILE_SECONDS=5.99seconds(2022/electronic_photoelectric) , 50M_PROFILE_SECONDS=5.7seconds(unknown/unknown)／SNSで「速い」方向の独立投稿が6件",MEDIUM,false,,false,true,true,false,true,PowerProとの差-13／project側のconfidenceがLOW／証拠の衝突あり,,,
梶原 昂希,51555155,横浜DeNAベイスターズ,82,75,89,LOW_MEDIUM,AFFIRMED_CURRENT_ORDINAL_WITH_UNRESOLVED_TARGETED_GAP,2026 NPB+ 33.4km/hの同一100人内順位を現行中心として明示affirm。targeted physical / X / videoでは現行方向を追加解決できず、不確実性に反映。動画はusable current full-effort play=0で、数値入力にしていない。,84.7,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を2年プール（2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,33.4,28,73,,50M_PROFILE_SECONDS=5.8seconds(unknown/unknown),HP_TO_1B_SECONDS=3.97seconds(unknown/unknown),計測3件,HISTORICAL_SHORT_DISTANCE,INSUFFICIENT_SNS_EVIDENCE,採用7件: faster×4 / current×3,VIDEO_INCONCLUSIVE,90,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2022:83 → 2024:90,2,2,-8,8,true,POWERPRO_HIGHER,LOW_EXPOSURE_NPBPLUS_RISK|HISTORICAL_PHYSICAL_SUPPORTS_POWERPRO|SNS_SUPPORTS_POWERPRO_DIRECTION,2026年の出場が28試合と少なく、NPB+が最高速度を観測しきれていない可能性／過去の身体計測がPowerProの高い評価と同じ向きを示す: 50M_PROFILE_SECONDS=5.8seconds(unknown/unknown)／SNSで「速い」方向の独立投稿が4件,MEDIUM,false,,false,true,false,true,true,PowerProとの差-8,,,
